Line 1,Line 2,Converged,Bus Voltages,Line Loadings
"(9, 10)","(16, 26)",True,"[1.0384112378985972, 1.0470109604737192, 1.0258256897973883, 0.9973373948521987, 0.9965033108474076, 0.9979613841383823, 0.9889292952304857, 0.9888261423864444, 1.0347375782617863, 1.0203713838205384, 0.9964562856341931, 0.9904335005625566, 1.013804126625923, 1.0072670783155997, 1.011312974728064, 1.0277687465963288, 1.0267584936364709, 1.024985997042195, 1.0483593315831117, 0.9900569820682904, 1.0289744558727432, 1.0483517124014676, 1.043291277358914, 1.0336701298675504, 1.0558457642909036, 1.052289984017889, 1.0389305509032813, 1.0502332550951687, 1.0500185819096468, 1.0499, 0.982, 0.9841, 0.9972, 1.0123, 1.0494000000000003, 1.0636000000000003, 1.0275000000000003, 1.0265, 1.03]","[31.487669767426702, 11.447151751027715, 59.274387240126615, 44.99556367008162, 29.87784450213487, 18.970280725152055, 2.1962081315474, 91.38374252299953, 29.16792970666375, 39.326695626273754, 48.266539751598145, 22.484449769225478, 21.500768255953755, 16.33912745342439, 8.983957065955765, 0.0, 107.60093929181271, 88.48284788354496, 14.932449714316773, 47.69611109713071, 41.04987253633431, 74.03242647690061, 53.58234751114058, 18.25674692805493, 40.98096577503368, 0.0, 66.1162459840106, 12.073172881507114, 56.64982525055707, 59.56896097479728, 15.080715450717191, 46.67717571157724, 24.169428420577884, 32.31821420440084, 55.76922537827509]"
"(9, 10)","(20, 21)",True,"[1.0360697497545792, 1.041083207819014, 1.01520699633277, 0.9874418524209123, 0.9896049945862831, 0.991526657718643, 0.9826210587743252, 0.9826221952917886, 1.0322072129021609, 1.012947649863001, 0.9897949220687473, 0.9825476708825281, 1.0050021004706775, 0.9950513398921557, 0.9880243639355537, 1.0001397725851153, 1.0090925710682452, 1.0100074079430217, 1.0381971950023399, 0.9845109193749898, 0.9831328494070816, 1.0464148085173222, 1.0273521202813325, 0.9999164455765257, 1.051473382139803, 1.040419711460067, 1.0200800053909032, 1.0440896525616195, 1.0458038212253387, 1.0499000000000005, 0.982, 0.9840999999999998, 0.9971999999999999, 1.0123000000000002, 1.0494, 1.0636, 1.0275, 1.0265, 1.03]","[31.800472118340068, 11.039817327960929, 67.6891467202834, 51.90664402098017, 29.07698723337182, 16.023434662599946, 4.726538900336879, 89.06046493031222, 30.804880070172093, 39.21430308488127, 48.650197288366684, 22.04563204654818, 21.776885173178044, 17.42045672987685, 7.855194033873753, 0.0, 109.35055429179292, 90.45019872674578, 17.819112726763603, 42.04477927887672, 46.90277285192311, 79.41148074478204, 50.37549807747909, 105.12137746841617, 36.39935652194736, 14.826619745363326, 0.0, 108.01306509024802, 157.72548580123524, 61.14472338714096, 12.929072983664062, 45.27605249616091, 23.638542644834747, 31.786479473024432, 55.815788613797025]"
"(9, 10)","(21, 22)",True,"[1.038286014658569, 1.0468973826108492, 1.027597300888767, 0.9986646039034127, 0.9974179769516835, 0.9988085618405381, 0.9897735248745239, 0.9896617081696694, 1.0350967001697962, 1.0212234027096225, 0.9973278804810498, 0.9914326840247126, 1.014814364785384, 1.0086389042883224, 1.0134264249434641, 1.0301483821634323, 1.0318006079663882, 1.0288364562476195, 1.0492344793207293, 0.9905345495600286, 1.0321178885416633, 1.0528827046754636, 1.0346177408573067, 1.0346909848121797, 1.0568978901010784, 1.0514092862770366, 1.0366256796896798, 1.049777490989433, 1.049705912036459, 1.0499000000000003, 0.982, 0.9840999999999999, 0.9971999999999996, 1.0123, 1.0494000000000003, 1.0636, 1.0275000000000003, 1.0265000000000002, 1.03]","[32.06225750689345, 11.69850612005972, 63.45367558755428, 52.19750994510128, 30.5103706762312, 13.513229804107224, 2.7958713770634516, 89.73362337062201, 29.213184696594514, 39.067450411440205, 48.05665352577535, 22.15708125680573, 21.303924341071852, 16.132353123870814, 9.126255553073449, 0.0, 107.41599593605476, 88.58802692898043, 16.588201782977055, 46.74790240138414, 42.99971006473191, 73.69082666359678, 60.229585668058895, 13.412627446561073, 36.77434800867549, 9.699262310853166, 70.51111768472003, 0.0, 50.24237870755827, 60.343186706274, 10.838967633388656, 42.04279643850175, 24.124431785709994, 32.27446696097143, 55.76981760613262]"
"(9, 10)","(22, 23)",True,"[1.037665792050259, 1.0452704806977178, 1.0241305772442384, 0.9955272606624215, 0.9952360483406619, 0.9967753788278695, 0.9877765923775194, 0.9876962665243151, 1.0342900289162669, 1.0189094347238667, 0.9952243202244517, 0.9889501098903277, 1.0120707104671833, 1.0048388064519982, 1.0063173580511924, 1.0217465526623088, 1.0254439370271302, 1.0235664343774356, 1.0461445072592397, 0.9888483181287043, 1.0189929188813989, 1.0425919002511908, 1.0406958026123752, 1.0261922284841871, 1.0553801464333479, 1.04833390231426, 1.031995016358251, 1.04818590466797, 1.0486140254906784, 1.0499, 0.982, 0.9841, 0.9972, 1.0123, 1.0494000000000003, 1.0635999999999999, 1.0275, 1.0265, 1.03]","[31.914595673089558, 11.511164169034727, 64.54954905909894, 52.11556438622418, 30.10410853936769, 13.410412661466001, 1.913951649837885, 89.52768296956813, 29.65056936691543, 39.10584740656241, 48.22131075174005, 22.1234039867937, 21.43507843105958, 16.491809465482213, 8.77009555400963, 0.0, 107.92598066129403, 89.06659089400705, 16.013752079865665, 45.32627705252686, 43.700048263790706, 74.98747139403154, 111.36992688545098, 52.64390785772739, 36.414879802652386, 11.060494589937218, 104.25437458545379, 50.348457742025566, 0.0, 59.77935969519154, 11.392265816262777, 42.879836368093386, 23.9742461218998, 32.12704101255944, 55.77548451052515]"
"(9, 10)","(22, 35)",True,"[1.039434905847559, 1.0463059443545455, 1.0229950566839097, 0.9866033133325975, 0.9785831033402714, 0.9790960008174624, 0.9708423836312878, 0.971363526305704, 1.0270113677740529, 1.0152415578916796, 0.9787233483843727, 0.9792866680150885, 1.0077218399766434, 0.9999547190319318, 1.0085952209085698, 1.0278695263809732, 1.0289415497492143, 1.0253716694254031, 1.0483963951717663, 0.9900772077682028, 1.0301351015567268, 1.0473910646830493, 1.038982448273719, 1.034146542976847, 1.0536653323101688, 1.0482876789386142, 1.0333071694056677, 1.0481619821701196, 1.0485976137375193, 1.0498999999999998, 0.982, 0.9840999999999999, 0.9971999999999998, 1.0123, 1.0494, nan, 1.0275000000000003, 1.0265000000000004, 1.03]","[20.59268444394684, 7.883169621157096, 67.74479156963854, 39.39178218450096, 48.401314823149434, 29.492845129760237, 69.439171340282, 54.18578384983568, 63.70662814341923, 39.83542185251176, 57.20272337714317, 4.637896622381979, 30.456911298171985, 21.944007760714243, 12.113229608760566, 0.0, 108.78379669281377, 103.09455519057735, 62.208901243875246, 36.971469893793454, 3.997323612660068, 74.01754326370134, 7.8811026859507205, 41.057440008318565, 8.464615541896006, 8.144141869203795, 36.07941984936953, 55.07297830852668, 14.724836033109709, nan, 19.750272723515057, 51.81324660175925, 23.9720718188443, 32.12488888411355, 55.77561237277605]"
"(9, 10)","(24, 25)",True,"[1.0372351094109653, 1.0445208086712257, 1.0252841093332554, 0.9975200756178619, 0.9967001313907742, 0.998153963914611, 0.9891422676118338, 0.9890432854186261, 1.0348677132817465, 1.0206732776060403, 0.9966785688408238, 0.990806114576009, 1.0141620810885632, 1.0077350085986925, 1.0123015968516609, 1.028936450101292, 1.0288434636097437, 1.0261649051487853, 1.0487887745180502, 0.990291329770895, 1.0297964826411994, 1.048791896136283, 1.0437468880197258, 1.034734463609298, 1.0566921826816404, 1.0411475438204196, 1.0298045395797182, 1.044466394506398, 1.0460622838442228, 1.0499000000000003, 0.982, 0.9841000000000001, 0.9971999999999999, 1.0123000000000002, 1.0494000000000003, 1.0636, 1.0275, 1.0265000000000002, 1.0299999999999998]","[32.867991939994404, 11.904281634945574, 71.74326799327481, 62.93092984267482, 29.851244949252, 6.190799605078572, 2.6357852972738454, 87.57675557941408, 29.433174299334556, 38.71247640560242, 47.83357268648918, 21.739593947038202, 21.06426981379542, 16.173910804282286, 9.032335175393069, 0.0, 107.53502921692079, 89.01779901604856, 18.632976943098633, 45.013957858892, 44.87864835772763, 73.86223147428285, 53.56511613637422, 17.98499913162256, 30.379643130854618, 15.254299988544698, 66.0193377465391, 12.049861693291405, 56.58833342003565, 59.53392690098415, 0.0, 33.07868584494889, 23.66630446777401, 31.815431599929, 55.81053598038432]"
"(9, 10)","(25, 26)",True,"[1.0349685778455506, 1.0398558680667749, 1.0166395319866586, 0.9923042067950945, 0.9932643899764413, 0.9949857959341908, 0.9860704824351685, 0.9860302757187459, 1.0336971446686016, 1.0176348669155122, 0.9934859821741072, 0.9874699304945472, 1.0105594865164096, 1.0027319830228085, 1.0044916151500758, 1.0200621434447201, 1.0137006355313962, 1.0135035045334018, 1.0455250023289155, 0.9885102354152979, 1.023548476257306, 1.0454460580206435, 1.0402838076136791, 1.0266457068498112, 1.064252860964628, 1.0736401639384994, 0.9986081609444034, 1.0612795685141359, 1.0575965972384718, 1.0499000000000003, 0.982, 0.9841, 0.9971999999999998, 1.0123, 1.0494000000000003, 1.0636000000000005, 1.0275, 1.0265000000000002, 1.03]","[36.13394234273694, 13.057736425333378, 103.05736568934792, 96.95570908152781, 28.468277385992796, 23.112392265235712, 5.770824987399615, 79.7072636396459, 30.638676098830942, 37.480646821950444, 47.17637642935894, 20.165007509659887, 20.336557447606292, 16.64424165034696, 8.839015075521111, 0.0, 108.21724535293016, 90.86540869898785, 26.153427474031123, 38.183601492323746, 54.13850213802135, 75.2773375369087, 53.87294076324943, 20.063645739318854, 7.270982562120219, 48.561934282288156, 66.78765763403413, 12.227385755905605, 57.091546878451894, 59.81444268457429, 30.454379386579006, 0.0, 25.516036146401145, 33.578621916089034, 55.89502423512644]"
"(9, 10)","(25, 27)",True,"[1.0374611310092872, 1.0447526440918349, 1.025305987644703, 0.9973393721460339, 0.996519067070054, 0.9979772759867633, 0.9889540653281809, 0.9888537661314216, 1.034764077600285, 1.020523592767905, 0.9964936170848816, 0.9905807870952893, 1.013984600165066, 1.0075128534968205, 1.012025488614064, 1.0286558978760518, 1.0283645855655148, 1.0258270469911195, 1.0486855969790536, 0.9902350257974036, 1.0295989854320713, 1.048686139597352, 1.0436374250135874, 1.0344787471233774, 1.0535686743529622, 1.0395225588878687, 1.0285312940921947, 1.0350515363656827, 1.0403470921546465, 1.0499000000000003, 0.982, 0.9841, 0.9971999999999999, 1.0123000000000002, 1.0494, 1.0636000000000003, 1.0275, 1.0265000000000002, 1.0300000000000002]","[31.92016808877895, 11.475931959726047, 63.47017545570436, 53.05017256455812, 29.583680080106824, 13.373079327818981, 2.3302714275409406, 89.82360271612089, 29.398917067947107, 39.09571207276775, 48.136601024816564, 22.12948618362647, 21.36963853072183, 16.283375186700972, 8.979892347694653, 0.0, 107.56765672596022, 88.7316818692126, 16.57964118878806, 46.62975309048212, 42.69917200940695, 73.90267187654791, 53.56893750964608, 18.05023488715816, 36.737312783401, 6.783811888538055, 66.0425038108928, 12.055461094589894, 56.602975760818474, 59.542292061527924, 14.08699999752666, 40.90107656787571, 0.0, 54.26213540443954, 33.46704663651426]"
"(9, 10)","(25, 28)",True,"[1.0371856319391228, 1.0440247324615828, 1.0244587295316132, 0.9968006590197432, 0.9961410426794128, 0.9976248048600714, 0.9886071049228022, 0.9885121164300753, 1.0346226684011464, 1.0202158520044304, 0.9961392076525563, 0.9902150290487316, 1.0136197133978566, 1.0070150919304348, 1.0113223204495703, 1.0278772522220487, 1.0270435522832273, 1.02468327838548, 1.0483992365386239, 0.9900787583475981, 1.0290508417296529, 1.048392616148171, 1.0433336146116265, 1.033769030207599, 1.052445068629398, 1.0356304615974812, 1.0257921550275624, 1.0311849533233606, 1.0353463741540931, 1.0499, 0.982, 0.9840999999999999, 0.9971999999999999, 1.0123000000000002, 1.0494, 1.0636000000000003, 1.0275, 1.0265000000000002, 1.0299999999999998]","[31.842033067945515, 11.386778535875045, 63.46537611987437, 53.245877338713285, 29.255679457182566, 13.39240003775332, 2.22728684040303, 89.8113357543967, 29.533121680654133, 39.11032107909798, 48.18593196003681, 22.09360903574564, 21.413626436100206, 16.349670815285894, 8.918315452921426, 0.0, 107.6350575794711, 88.81540319324913, 16.59748288380178, 46.50384952039876, 42.74618283185908, 74.01640381822916, 53.58059923890481, 18.231470682605277, 36.6823957737626, 6.997205046913852, 66.1071870371423, 12.071006135405977, 56.64405053376916, 59.56568147207457, 15.296101009692812, 40.548920456454404, 54.32677543154371, 0.0, 87.14533741353495]"
"(9, 10)","(27, 28)",True,"[1.036962994414989, 1.0433583123348362, 1.0236299016273414, 0.9962180581352443, 0.995656465952704, 0.9971570130001702, 0.9881483310130665, 0.9880625143451326, 1.0344309147642656, 1.0198889796521762, 0.9956807114941323, 0.989802861303114, 1.0132321433644622, 1.0064878229371053, 1.010597786560515, 1.027078585569226, 1.0256956885991393, 1.0235322857043159, 1.0481055113042332, 0.9899184710232223, 1.028488589697465, 1.048091535703664, 1.0430219826943878, 1.0330410639211807, 1.0512218809423732, 1.0316088174458242, 1.0229842601751196, 1.024681240183857, 1.0350112073785538, 1.0498999999999998, 0.982, 0.9840999999999999, 0.9972000000000001, 1.0123, 1.0494, 1.0635999999999999, 1.0275, 1.0265000000000002, 1.0299999999999998]","[31.590436951591823, 11.206883853623845, 63.162257395054425, 52.839561931572646, 28.801657067736603, 13.110764338104126, 2.7805689367922892, 89.5281793505469, 30.09231033380256, 39.15184665955333, 48.361977716230214, 21.867139238613078, 21.586953358704548, 16.455688493234668, 8.840880060958765, 0.0, 107.70712110210702, 89.05082278208263, 16.975744521892253, 46.09483573165238, 43.19368917098609, 74.13533297660673, 53.594172613099914, 18.417635312990644, 36.35630143948043, 8.406483628794218, 66.17412483184906, 12.086957646849585, 56.686846837302085, 59.58993587289329, 16.802601465709614, 39.60298144125953, 34.05354069843698, 87.16477222660835, 0.0]"
"(9, 12)","(12, 13)",True,"[1.0395663801467583, 1.0474456296221162, 1.0273635072874314, 0.9971576392795424, 0.9979239265373934, 1.00042659728599, 0.9906686090374536, 0.9902946757599455, 1.034975870781971, 1.013902581060789, 1.0061342949423668, 0.9721767050057059, 0.9663784344199227, 1.0047008710820604, 1.0119113366468617, 1.029943676010694, 1.0316652772894583, 1.0287347989681945, 1.049159196083333, 0.990493467868586, 1.0305055136855352, 1.0491715684776755, 1.0441398671354725, 1.0356525246480783, 1.0562168969553822, 1.0508315481198176, 1.036145996765496, 1.049478505044944, 1.0495007971381407, 1.0499000000000003, 0.982, 0.9841, 0.9972000000000001, 1.0123, 1.0493999999999999, 1.0636000000000005, 1.0275000000000003, 1.0265, 1.03]","[23.60961697474788, 8.609179510603731, 69.16091245829799, 47.24185846843803, 30.53999572360232, 4.244719526667909, 80.58131588801531, 13.047965599558797, 67.77826297887061, 37.158975096517274, 56.07831866923711, 132.6130945987138, 29.4099232789227, 17.823609618169545, 10.931062347378948, 109.11181918573918, 0.0, 0.0, 8.573064657164812, 60.06914483837672, 28.137563241090056, 73.71940250460686, 53.55305843969246, 17.75108388824112, 26.257955144343644, 7.362729419186288, 65.93677979100376, 12.029765983396398, 56.53645271780678, 59.504166563472026, 14.102201798022229, 45.782836078492494, 24.095392272462856, 32.24613709837426, 55.770455342971424]"
"(9, 12)","(13, 14)",True,"[1.0390357912555765, 1.04643927803421, 1.0249250288353613, 0.9904774675445661, 0.9963231852425966, 0.9995443391815875, 0.9896296853282289, 0.9891633083498188, 1.0345855774556625, 1.0144191511965863, 1.006746759328702, 0.9827567859720795, 0.9884013131042941, 0.9899679099244045, 1.0140379822487093, 1.0306369473660593, 1.0314243846932323, 1.0276514879085425, 1.0494141548110958, 0.9906325973562751, 1.0309935250164073, 1.0494328870284437, 1.0444103446944966, 1.0362844233660842, 1.0556227859827938, 1.0505299712079574, 1.03587764079219, 1.04932243422058, 1.0493937269739084, 1.0499, 0.982, 0.9841000000000001, 0.9971999999999999, 1.0122999999999998, 1.0494, 1.0636000000000008, 1.0275, 1.0265000000000002, 1.03]","[24.791216715084886, 8.820216175809769, 68.8315445578331, 47.41282824929405, 34.47439034205455, 6.271633513418928, 65.95156809984367, 19.896209528598142, 60.93930571193209, 37.585929221110625, 54.808445499081884, 112.82101002515897, 28.03600677355628, 17.62758542290538, 10.31867661479992, 108.98433662930127, 0.0, 17.259028948461665, 0.0, 58.29756055462665, 28.42722569599858, 73.62324526773818, 53.54627019619617, 17.590352205836513, 26.953279845569693, 7.4348767633187425, 65.88051271174213, 12.015940538076249, 56.50136938301091, 59.48392992136614, 13.766964334606516, 45.48644112628869, 24.080384850072, 32.23146526604494, 55.770866680371526]"
"(9, 12)","(14, 15)",True,"[1.0358089004869417, 1.04046194452298, 1.012735060162126, 0.9600447701616319, 0.9776977222389595, 0.9828194639537403, 0.9731518309650107, 0.9728856706075689, 1.0282289721775872, 1.0012149166485764, 0.9910921608183003, 0.9492224043318147, 0.9407076687656104, 0.9390491260600193, 0.8961555997533656, 1.040846714477382, 1.0337503393455194, 1.0239403324795635, 1.0531687664190006, 0.9926813884657862, 1.0381792095457627, 1.0532804615578022, 1.048392801904742, 1.0455902990025467, 1.054619199733823, 1.0516441144511337, 1.0377995595355516, 1.0498990161748072, 1.049789282541574, 1.0499000000000005, 0.982, 0.9840999999999996, 0.9972, 1.0123000000000004, 1.0494000000000003, 1.0636, 1.0275, 1.0265000000000002, 1.03]","[31.98105744049633, 11.053592527238102, 76.40086826550397, 60.01915722785331, 74.49346954206331, 51.63158758832257, 73.7240473722393, 51.11753271160272, 62.53629259811353, 35.14275334695487, 53.36969658377516, 107.73698905811906, 26.187929574255104, 19.145135587453538, 7.70100202604257, 112.59918297886593, 0.0, 23.35964309298767, 65.96615667285796, 0.0, 79.78764359007974, 72.41466197144416, 53.589184959158295, 15.253577919090855, 68.28585110439603, 15.2150554430005, 65.1052287658327, 11.812947676515083, 56.29086677141172, 59.209379295222185, 6.190088828845345, 35.055863618757286, 24.136343689493284, 32.286065456147114, 55.769614839171396]"
"(9, 12)","(15, 16)",True,"[1.0402078995756991, 1.048418749023976, 1.0280525065199113, 0.9957988662731393, 0.9993883709857649, 1.0022740274802704, 0.9922394044724916, 0.991715417528521, 1.035391858565563, 1.0166820415046263, 1.0094297547025923, 0.9890299967723509, 0.9972533866621476, 0.9994251379662752, 1.005728656456533, 1.0245589184358728, 1.0338105240915545, 1.030337256916202, 1.0471788431065097, 0.9894127776385993, 1.0267146792082877, 1.0471416095486283, 1.0420387682073757, 1.030744440530875, 1.0555384185973669, 1.0509676508782027, 1.0370498900805072, 1.0495489400592948, 1.0495491180582255, 1.0499000000000003, 0.982, 0.9841000000000001, 0.9972, 1.0123, 1.0494, 1.0636, 1.0275, 1.0265000000000002, 1.03]","[21.202333811580843, 8.254772866200556, 66.1071664181924, 40.34622204152151, 43.41262177340864, 26.806308509917027, 64.6538825461075, 50.28029532092578, 61.32301162813122, 38.99476759349639, 55.99912330228346, 116.26983410020537, 29.301244908044694, 18.489309763999948, 12.157700523366643, 108.43974616898228, 0.0, 14.55729808956173, 29.025289276969108, 85.3615638373171, 0.0, 74.52549627215076, 53.647675173014534, 19.006648805512285, 8.88544248798746, 6.9678220631112096, 66.3892085967429, 12.137326798123986, 56.82626177022774, 59.66820082479568, 19.069843739801847, 50.815647261057464, 24.102199147837265, 32.25278467984495, 55.77028732728314]"
"(9, 12)","(15, 18)",True,"[1.0384458063731825, 1.042624135752698, 1.0145871604388441, 0.9771812985720029, 0.9796928420051937, 0.9830761679229336, 0.9734150127653844, 0.9733049652363857, 1.027387888866114, 1.003398399085784, 0.9936807206898554, 0.9694608832187132, 0.9795160013490901, 0.9822684890999184, 0.9912703536692153, 1.010430383693696, 1.0153338264924607, 1.0136982103366179, nan, nan, 1.0167651385321015, 1.041813233541473, 1.036523731830018, 1.0178664406440354, 1.049915155797387, 1.041374621688591, 1.0231636193086884, 1.0445839338004184, 1.046142921240731, 1.0499, 0.982, 0.9840999999999999, nan, nan, 1.0494, 1.0636000000000003, 1.0275, 1.0265000000000002, 1.03]","[15.518815854836953, 7.3304163325796825, 74.79265086287862, 37.445242612507315, 48.32368176472283, 32.00819087292714, 122.17703951245224, 17.762389776891553, 89.50794197653398, 38.151210917910895, 62.485148649692235, 101.49557281970216, 35.57018131166699, 23.581833932853783, 14.824401461631979, 111.95155055629652, 0.0, 29.3358733344258, 41.956270175128296, 36.83475895947346, 11.956156350813783, nan, 54.608868344981865, 22.34823785606073, 4.518060513375474, 11.645081660174078, 67.70271475735292, 12.420987414659345, 57.7295986452797, 60.15575887927419, 21.689035203135273, 54.66197981206564, 23.67509644970954, 31.824563487383966, 55.80896126727668]"
"(9, 12)","(15, 20)",True,"[1.0387347275959107, 1.045719630970444, 1.0239587505926977, 0.9946823988507776, 0.9989418132649096, 1.0019089611952192, 0.9919836673405453, 0.9914960140489887, 1.0355517181371408, 1.0163228922850804, 1.0090039262514277, 0.9880421309994651, 0.99653614346853, 0.9987652435573624, 1.0038273010721444, 1.0210267747116502, 1.0249950691919514, 1.0232839999414955, 1.0458797827959503, 0.9887038504386867, 1.0297760115143133, 1.0463256730055555, 1.036715003429564, 1.0237654625066392, 1.0548025291449261, 1.0477238976166239, 1.031371604195056, 1.0478702003737261, 1.048397440124812, 1.0499000000000005, 0.982, 0.9841000000000001, 0.9972, 1.0123, 1.0493999999999999, 1.0635999999999999, 1.0275000000000003, 1.0265, 1.03]","[24.941187498118452, 8.786816836988084, 69.17775848691656, 48.08172645431355, 29.724267479906175, 4.058771769841409, 66.28859466149115, 18.10598127407193, 60.97023101198539, 37.42976857367475, 54.65230095066559, 111.95323525197054, 27.932387307506602, 17.17981445244173, 10.616811404393603, 108.52466477516876, 0.0, 17.970222091130978, 7.637108351377435, 56.97848828045395, 31.874646859924066, 75.1101381670659, 0.0, 60.06461532012768, 27.67652273554414, 9.342588719448997, 32.062510946187686, 61.71722706832236, 110.54915826772218, 60.137482396561545, 13.948802322761217, 45.92523691396972, 23.945751289519183, 32.098792176677954, 55.7772735341112]"
"(9, 12)","(15, 23)",True,"[1.0387176210650197, 1.045707848883836, 1.023963288269865, 0.9947484976250912, 0.9990478591296666, 1.0020153626644628, 0.9920889623484924, 0.9915989287284243, 1.0355998308800303, 1.016394301741475, 1.009088593407783, 0.9881263410044684, 0.9965836369455896, 0.9988039855972299, 1.0038086202532057, 1.0209923877262648, 1.0249729614211305, 1.0232702355984593, 1.045867135699153, 0.9886969485393361, 1.0269944827378832, 1.0520836935742388, 1.0536139289866358, 1.0790564457565628, 1.054818194062594, 1.0477279669792825, 1.031366127946744, 1.0478723064613857, 1.048398884983214, 1.0499, 0.982, 0.9841000000000002, 0.9971999999999999, 1.0123000000000002, 1.0494, 1.0636, 1.0275, 1.0265000000000002, 1.03]","[25.048956880124912, 8.81908631215277, 69.15009614597284, 48.20232008704032, 29.69852046272975, 4.335399578158286, 65.663192213242, 18.421478410045076, 60.65408620577111, 37.425303323817865, 54.56983960015348, 112.09579051490081, 27.84971973800786, 17.131071422287466, 10.599016017374584, 108.50773473382174, 0.0, 17.84098690909636, 7.421900192254732, 57.32244150779927, 32.29902150899483, 75.11604335035635, 60.910200369977666, 0.0, 28.00028660145556, 9.390224931959787, 71.50193538303978, 4.271243364836431, 51.660087480136305, 58.916541963287436, 13.872089416340588, 45.839798936714125, 23.945939949055692, 32.09897953020808, 55.777260869905035]"
"(9, 12)","(16, 17)",True,"[1.0377661263730316, 1.0429757060498788, 1.0192020085861386, 0.9941352787630068, 0.9986853655508562, 1.0017181697214923, 0.9917539300539403, 0.9912530914945199, 1.0354044330522156, 1.0163615120219656, 1.0090497160254532, 0.9892102998370302, 0.9983849665892658, 1.0007713804741976, 1.0112282073884364, 1.0310437891872424, 1.0351367295422835, 1.014794094521003, 1.049563775087645, 0.9907142439514571, 1.0312799063302769, 1.0495862366948654, 1.04456906925995, 1.03665524880414, 1.0567821193667497, 1.0530818912201743, 1.0392557908544569, 1.050643062789009, 1.0502997237203393, 1.0499, 0.982, 0.9841, 0.9972, 1.0123000000000002, 1.0494000000000003, 1.0636, 1.0275000000000003, 1.0265, 1.03]","[23.954068311668482, 8.183384770839147, 84.80260735172482, 62.63889440839496, 29.715847091092147, 31.695668071780496, 66.7223098698073, 35.30078783692191, 61.40814666321063, 37.71670768824236, 54.999583360858814, 114.00635864958815, 28.275226820957673, 17.473868027091388, 10.85760328185728, 108.5155058375241, 0.0, 16.497220982183393, 16.49606327651934, 72.01108076117548, 18.08283223839151, 73.56763613356485, 53.542860511657096, 17.496133897021092, 0.0, 16.914520731029537, 65.84770487250509, 12.00782959699763, 56.481019068824445, 59.47214816538878, 6.653093440320227, 33.43371905696097, 24.210636893763223, 32.358127962184746, 55.769084628774934]"
"(9, 12)","(16, 26)",True,"[1.0392405750603009, 1.0469875478693973, 1.0252989029827924, 0.9965371608070258, 1.000138578763053, 1.002990933093985, 0.9930553483215498, 0.9925553019603061, 1.0359789633388397, 1.0171389348306694, 1.009971476089322, 0.9898880573887355, 0.999106020122434, 1.0015029252550574, 1.0084152839037208, 1.0263419815445949, 1.025787328634668, 1.0242761681388994, 1.0478346092627926, 0.9897706376284502, 1.0279700163207357, 1.0478138427924317, 1.0427345582281402, 1.0323696656540715, 1.0558297072946994, 1.0522796907242316, 1.0389200717677072, 1.0502279283278564, 1.0500149275664241, 1.0499000000000003, 0.982, 0.9841, 0.9971999999999999, 1.0123, 1.0494000000000003, 1.0636, 1.0275000000000003, 1.0265, 1.03]","[24.891291676454287, 8.91086765899336, 66.86981579482175, 44.990735733339726, 29.251021043342185, 6.28048188212916, 65.24559164582044, 19.565799204592537, 60.49440415434777, 37.51065489852603, 54.582244971252294, 112.07397571372482, 27.884856987191508, 17.037365899536493, 10.819884714172307, 108.33254747680104, 0.0, 17.833793879776614, 8.636412607561745, 58.302579670433076, 29.75953054935001, 74.24705132677278, 53.608136924376225, 18.58956773391487, 29.7003875477182, 0.0, 66.23639044669089, 12.10167565637133, 56.72691357674478, 59.612541890710915, 15.07986359313627, 46.67764652349056, 24.168897444798205, 32.31769899344089, 55.76922964982365]"
"(9, 12)","(20, 21)",True,"[1.0368700499155095, 1.0408282046522905, 1.0134585628966133, 0.9843364384969866, 0.9925279884759571, 0.9961629509472053, 0.9862475941724427, 0.9858061554223214, 1.0332047151473023, 1.0120552744557494, 1.0039440819568892, 0.9787438025530569, 0.9835868880260304, 0.9849687075754869, 0.9824956864456951, 0.9968660478566558, 1.0065666130947877, 1.0078327210397493, 1.0369929514125467, 0.9838536214105543, 0.9797849399955307, 1.0458773575769869, 1.0264744461342468, 0.9969416575112978, 1.050289130419855, 1.0387593100228991, 1.0179174952842032, 1.043230171001574, 1.0452141754681492, 1.0499000000000005, 0.982, 0.9841000000000001, 0.9971999999999999, 1.0123, 1.0494, 1.0636, 1.0275000000000003, 1.0265000000000002, 1.03]","[24.633235191626053, 8.086782999888879, 72.85032254565546, 47.816068217288176, 29.50041338362302, 10.766439345033318, 68.98687925844214, 15.962194489624473, 62.41522145057756, 37.53897379991605, 55.184357771079696, 112.41668971456696, 28.336805948956535, 18.22203745975594, 9.847327756706628, 109.57723366761651, 0.0, 17.953088237466535, 6.0098736708690845, 54.72554941648904, 36.57439605255765, 80.20725959794412, 50.547630345735826, 105.3846906653806, 27.751138582710517, 13.971505110700763, 0.0, 108.2351137157076, 158.07331526567913, 61.25071901709094, 15.381638163456254, 48.48637648782956, 23.57760630253594, 31.72224834036009, 55.828942617393174]"
